* 통계표명 :,평균매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,평택시,,199724,199104,198478,197888,196918,194933,192597,191313,189567,188142,186754,186306,192442,192164,191543,189735,188133,186509,184435,183262,182614,182133,181546,180880,193599,193582,196679,198551,200011,202699,206500,208267,208574,208903,209369,210290,213051,216352,220295,225023,229483,239824,289958,299249,306813,314332,318096,320143
,동부1권,,,319838,320690,322622,323757,324453,324730,325119,325846,329184,330950,333662,334269,367320,366580,365607,363968,363112,362412,363170,364402,365979,367800,370479,373971,399022,402234,408973,414439,416960,422455,431730,440449,446967,450075,455522,461731,470042,483098,491305,496201,500267,507036,644488,654925,662341,669580,674177,675591
,,남양주시,,277593,277278,277642,277883,277667,277630,277593,277420,277673,278253,281352,281722,305442,305453,305274,305049,304729,304768,304549,305083,306099,306522,307163,308494,321247,324274,328538,333349,335597,339038,345522,353065,358398,361081,367247,374140,383527,397892,405898,410602,414581,422586,529074,540577,549431,558003,562947,564708
,,구리시,,375430,376209,376942,378558,381012,382593,383744,387547,397093,402733,408384,411570,424840,425394,425755,426245,425926,426660,427787,428989,431383,433755,438915,441521,461719,468479,487781,504438,512604,520500,529281,540885,549813,552844,555135,557625,563208,574438,583802,590938,597927,606281,684580,695096,703707,713133,718218,719473
,,하남시,,462889,468444,478111,483278,486833,487622,489367,491444,502256,506056,507100,506644,566398,561907,557000,548343,544926,540574,544815,549861,553565,560139,568509,581074,651784,654845,663241,664871,663819,670922,690698,706103,717353,723112,732095,740784,751940,769233,779233,783440,785802,788371,986646,996235,1001429,1005535,1009111,1009350
,,광주시,,256500,256440,256702,256083,255083,254583,254214,253536,253369,253179,253226,253214,278155,278036,277718,277518,277373,277064,276564,275555,275600,275891,276091,276909,286983,287483,287975,289208,291400,299375,305600,307217,309517,310883,312758,317358,321342,326700,332242,336400,339933,346150,472066,481015,486619,492381,496909,499041
,동부2권,,,179526,179549,179989,180032,180189,180131,180164,180252,180152,179873,179447,178939,181295,180701,179893,178779,177878,176863,176585,176110,175707,175595,175292,174904,187204,186961,186861,186517,186409,186358,186620,186935,187360,187532,187766,188099,188455,189906,191335,192721,194676,197400,214218,217247,220579,224320,228872,232133
,,이천시,,183905,183881,184119,184048,183810,183798,183821,183833,183536,183000,182690,181988,184866,183963,182817,181543,180598,179305,179037,178409,178006,178012,177780,177482,196751,196696,196810,196530,196625,196643,197077,197512,198214,198589,199077,199589,199994,202042,204089,206161,209048,212631,234101,237883,242275,246883,253114,257925
,,여주시,,146942,146750,146865,146865,146865,146673,146519,146212,145981,145635,144962,144135,140788,140519,139885,138615,137385,136538,136106,135644,134923,134356,133740,132952,133273,132692,132260,131837,131538,131538,131625,131798,131625,131260,130981,130913,131202,131767,132125,132375,132740,134433,159618,161700,163547,166253,168445,169356
,경의권,,,310356,310255,310085,309840,309835,309674,309053,308141,308288,309804,311226,310869,317314,316977,316514,315521,314670,313779,312601,311517,310920,310518,310536,311414,332714,333356,334468,335999,337195,339307,347356,351028,353318,355472,365776,380518,392156,403586,409003,412075,414360,418947,525428,533394,541866,549600,553578,554811
,,김포시,,305542,306667,307258,306925,307058,307417,307292,306442,306275,307367,309900,310375,319535,319155,318887,318282,317676,317000,316394,315873,315423,314979,315183,315528,339200,339438,339944,340300,340188,340744,352906,355925,357219,358644,380519,397866,400341,404134,405922,406984,407397,408153,508922,514361,521571,531738,535084,536428
,,고양시,,333018,332465,331944,331628,331376,330937,330091,329241,330016,332506,334203,334095,342693,342472,341870,340575,339471,338354,336855,335418,334718,334326,334308,335721,354826,355842,357674,360326,362545,366084,372958,377327,380387,383593,390899,403747,419744,436218,444334,448921,452111,458478,580302,589567,599725,607689,612403,613800
,,,덕양구,313735,313250,312538,312598,312758,312780,312515,312288,314742,320265,323462,324197,340082,339948,339545,338104,337246,336291,335097,334328,333828,333381,333522,334634,360868,362029,364603,369088,373059,377684,385507,390507,395507,399772,409985,424375,443838,463279,472735,478537,481544,487441,570903,580929,593912,603099,607712,609312
,,,일산동구,378157,377373,376971,376275,375706,374990,374206,373363,373578,373794,374931,373902,384360,384070,383500,382670,381540,380170,378510,377040,376210,376410,376620,378610,402569,403775,406451,409451,411667,415706,422480,426941,429451,432284,438098,449529,461882,477912,486657,491990,497069,506343,655754,666024,675562,684321,689511,691289
,,,일산서구,324667,324190,323802,323317,322817,322048,320516,318968,318246,318865,319262,318825,319911,319637,318790,317371,316008,314863,313121,310952,310105,309411,309073,310468,318040,318770,319230,319579,319810,321802,327659,331254,332452,334690,339627,351611,365952,379333,385532,388270,390484,395563,534321,542000,549511,555539,560007,560896
,,파주시,,244907,244924,245051,245119,245737,245898,245458,244288,242805,241737,241144,239136,241129,240508,240210,239629,239210,238718,237778,237036,236560,236181,236077,236052,263913,264049,263966,263928,263996,264186,270201,272799,274254,274458,278193,294792,306197,313576,316242,317735,319932,324538,387824,395079,400230,404394,407018,407651
,경원권,,,197835,197866,197866,197866,197794,197776,197673,197568,197484,197385,197224,197148,205341,205283,205105,203536,203245,202833,202425,202161,202102,202047,202015,202170,212726,212887,213188,213391,213766,215368,216920,218787,221029,222556,224720,227515,233266,242771,248394,251440,254115,261150,306442,312702,317458,321764,324020,324493
,,포천시,,137779,137567,137308,136998,136056,135773,135487,135275,134958,134669,133735,133625,142648,142500,142111,142019,141759,141574,140852,140722,140278,140259,140259,140315,137357,137179,137179,136795,136571,136661,136866,136955,137188,137491,137750,138018,138339,139411,140420,141723,143464,147071,168966,172652,176090,178844,180909,181935
,,동두천시,,140375,140516,140422,140438,140313,140250,139828,139719,139750,139273,139156,139086,139758,139592,139565,139357,139173,139140,138750,138250,137833,137500,137133,136950,142435,142056,142169,142024,141694,141331,141153,141403,141532,141516,141435,141476,143419,147089,149935,152419,154855,159556,213228,218670,222529,224534,225195,224710
,,양주시,,174867,174944,174978,175078,174967,174789,174600,174133,173867,173754,173228,172994,182210,182210,181895,180530,179760,178730,177670,177120,177010,176440,176190,175900,193942,194269,194721,194798,195346,198644,199202,200202,201096,201962,203519,205625,214385,224827,228500,230058,231462,237096,293650,299596,305813,311283,313836,314107
,,의정부시,,230750,230773,230818,230818,230909,231015,231053,231129,231136,231159,231273,231273,238804,238754,238645,236486,236399,236174,236123,236022,236116,236355,236486,236935,246397,246630,246938,247356,247870,249243,251805,254664,258260,260582,263750,267777,273599,285017,292805,296942,300421,309092,381853,389278,393765,398498,401129,401882
인천,,,,259720,259991,260130,260092,259964,259834,259501,258676,258424,258735,259280,259838,271507,271187,271290,271245,271141,271150,271014,270529,271206,271693,272516,274008,292262,294635,305255,311097,314314,318708,321070,322046,322873,323781,325645,328504,333219,340301,348126,356590,364657,376446,407147,416222,424484,432650,437860,439965
,중구,,,239829,239786,239643,238943,238300,237529,236700,235071,234000,233000,231786,230814,226583,225819,224931,223278,221236,220111,219861,220167,220778,221611,222021,223715,255071,255548,258714,262012,263470,265732,267161,267458,268375,269173,270268,271327,273077,276470,281994,287863,293292,300387,341182,344132,347476,352926,357155,359284
,동구,,,170625,170625,170571,170393,170000,169411,168964,168804,168768,168607,168554,168420,166685,166278,165685,165685,165426,164815,164593,164315,165056,165148,165056,164694,164102,163694,163519,163741,164185,164694,164870,164907,164917,165213,166139,166306,166750,167831,169463,171444,173417,178472,209908,212644,214868,216736,218021,218928
,남구,,,217237,217453,217608,217677,217677,217823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,미추홀구,,,-,-,-,-,-,-,217823,217625,217659,218047,218487,219159,227657,227343,227436,227225,226945,226691,226640,226538,226903,226835,226996,228703,233234,235531,240641,244336,245781,246797,247859,249383,250055,251336,252758,254414,256188,261211,266117,270328,276328,289195,298609,303628,308917,315960,320070,323362
,연수구,,,345875,347066,347691,348037,348397,349096,348412,345706,344904,345044,344838,344221,377507,376688,377597,376542,375111,374188,373444,371813,373174,374694,376243,379694,407351,413045,433617,443526,448071,455325,458805,459403,460747,461636,464825,471851,485916,503344,517922,534857,548870,565838,640852,660861,680009,695952,707873,710678
,남동구,,,267918,268096,268185,268021,268103,268303,268227,268011,268059,268764,269589,269582,276120,275968,276399,276291,276209,276070,276073,275655,276158,276756,277070,278709,298569,299050,306484,315359,321072,326413,328638,328638,328225,328363,329934,333644,338419,345175,353684,359788,367631,378525,399532,405803,410673,417955,422073,422738
,부평구,,,256547,256791,256878,256831,256338,255311,254838,254182,254149,254818,255872,257047,253780,253627,253147,254180,255413,256580,256700,256213,256473,256587,257847,258787,259789,261151,268000,273007,276158,280836,283895,286487,288697,290454,292586,294678,297638,301836,308487,314842,322493,334480,391864,399832,407526,414836,420050,422482
,계양구,,,208582,208631,208615,208451,208254,208000,207877,207148,206426,206254,206885,207934,222408,222267,223317,225017,225808,226742,226617,225942,226942,227642,227708,228250,229883,230275,231242,232775,234742,236367,237133,237542,238158,238758,239667,241317,244192,248033,250800,255467,260833,269542,293695,300350,306695,312886,316780,319419
,서구,,,262405,262291,262304,262257,262000,261764,261399,261034,261027,261392,262297,263845,275344,275130,274481,273682,273422,273195,273188,273331,273981,273990,275383,276266,314358,318549,339043,344469,346846,352309,355457,356562,357198,358167,360071,361429,363645,369438,377941,389410,397216,408469,439735,450899,459699,467044,470075,471712
부산,,,,294662,294103,293482,292654,291929,290841,289957,288613,287686,286998,286000,284824,286979,286234,285387,284237,283320,282316,281421,280739,280051,279576,280010,282744,293320,293719,293869,293628,293705,294232,297860,301641,305813,309186,317342,328150,334903,340103,343111,345651,349643,357195,416912,422405,427075,432025,435433,436390
,중부산권,,,294860,294440,293864,292872,292154,291005,290117,289179,288388,287637,286917,285883,294641,294105,293527,292820,292350,291685,290789,289957,289243,288860,289190,291299,305323,305960,306133,305887,305755,306464,309909,312853,316515,319783,328664,340127,347297,353394,356019,357915,360502,365537,421359,425923,429334,433170,436290,436972
,,중구,,154817,154450,154283,153983,153530,152957,152490,151957,151623,151263,150930,150363,150708,150250,149750,149292,149188,149083,149042,148938,148479,148354,148396,148354,148438,148563,148708,148208,148125,147583,147333,146708,146042,145708,145500,145708,145292,145042,143750,144000,143542,144688,177539,179355,179763,179408,179708,178700
,,서구,,262182,262182,262136,261568,261170,260295,259682,259068,258795,258205,257295,256682,269727,269136,268318,267443,266330,265125,263705,262568,262114,261705,261500,260750,273204,273017,272767,272260,271552,271427,271740,272510,273688,276104,279385,285240,288302,291635,292560,295510,298344,301656,325407,327278,328895,330204,332327,333043
,,동구,,195111,195056,194611,194167,193750,193361,192250,191600,190833,190144,188753,187667,212759,212085,211450,211779,211676,211324,210559,210059,209353,208985,208691,208515,206903,206736,206486,206264,206097,205819,205847,206764,208222,209250,210944,215000,217222,218722,219681,220708,221931,225986,271710,277161,278226,279460,282235,283060
,,영도구,,184209,183584,183030,182655,182227,181191,180780,180459,180155,179905,179030,178620,198336,197974,197629,197060,196629,196284,195905,195569,195259,194379,193983,193379,196767,196692,196583,196408,196308,196067,196117,196050,196033,196017,196000,196592,197275,197533,197858,198275,198717,200742,208918,210856,212303,214106,215490,216544
,,부산진구,,259573,259245,258645,257673,257400,256955,256291,255527,254900,254364,253891,253109,255795,255393,254768,253821,252920,252018,251018,249746,249004,248326,248080,247857,255561,255947,255965,255702,255298,254956,258553,260184,261535,261754,267342,278404,285579,289395,291561,293754,295772,299675,328625,330527,332725,335752,338850,339537
,,남구,,302789,302289,301578,300467,299367,298089,296567,295100,293922,292822,292000,290567,308773,308136,307909,307330,307114,306818,305761,305330,304989,305045,305966,308841,352167,352740,352740,352490,352771,354104,358583,362781,368583,374750,386479,404156,416125,429406,433771,435406,437083,441427,520553,523425,525046,526772,527516,527702
,,연제구,,350113,349725,349125,347525,346288,345188,344138,343063,342075,341350,340550,339700,343244,342756,342305,341988,341402,340646,340280,339195,338134,337037,337171,339037,351964,353250,353702,353560,353464,353679,355917,359286,363571,368798,382524,393333,402643,411964,416345,418988,422405,431333,487551,496491,504787,512128,515977,516460
,,수영구,,424193,423500,422920,422057,421125,417989,417398,416432,415551,414369,413619,411790,414432,413608,412365,411216,411622,410905,409568,409108,407919,408757,410662,421230,416855,418474,419447,419211,419197,423461,431289,438605,448000,454697,471671,487053,491316,493276,494882,496487,503053,510421,706738,717078,723585,732876,741401,743152
,동부산권,,,347515,346585,345610,344523,343633,342182,341426,339835,338690,337883,336325,334621,329773,328667,327700,326234,324855,323697,322818,322203,321375,320592,321782,327770,336401,336823,337095,336889,337440,338173,344769,352457,360371,366313,379199,391498,398901,404610,408720,412241,418894,431187,522636,531499,539351,547506,552213,553965
,,해운대구,,392710,391121,389919,388323,387258,385081,384210,383073,381685,380847,378387,376242,370095,368659,368040,367087,365516,364040,362984,362087,361190,360595,362786,372270,388523,389000,389188,389000,390375,391352,402664,416750,430352,441008,462680,476023,483148,489547,494570,499422,509109,526641,687952,702651,715360,726117,733004,735751
,,금정구,,310238,309850,308600,307950,307188,306175,305325,303050,301700,301250,301125,299825,300075,299000,297875,296550,295038,294088,293800,293213,292400,292600,292888,295488,296927,297902,298317,298159,298256,298305,299037,299585,301293,302561,306171,320305,327573,332659,335902,338024,341000,349512,433284,438266,441482,445985,450075,451067
,,동래구,,363409,363068,362614,362170,361375,360443,359807,357409,356420,355205,353625,351784,345967,344935,343196,339978,338489,337467,336234,335984,335125,333505,334984,341484,344484,345130,345964,345818,345922,347630,354536,361693,369568,374318,386245,396474,400807,406047,410068,413161,416651,425036,499640,506645,511593,519228,522098,523323
,,기장군,,218324,217868,217147,216074,215441,214956,214515,213721,213412,212926,212471,211941,220372,220103,219513,219103,218641,217962,217436,217051,216462,215218,214077,213000,223220,222439,221890,221476,220927,220293,220207,219293,218707,218829,219598,229805,243000,248244,250951,253073,260585,268671,319469,323493,330879,338707,342231,343570
,서부산권,,,237895,237564,237271,236915,236356,235730,234716,233149,232293,231807,231078,230297,231504,230895,229852,228511,227552,226305,225392,224821,224314,224060,223804,223779,231459,231541,231528,231256,231072,231150,231756,232298,233005,233696,235789,244163,249691,253234,255508,257768,260576,266039,298589,301794,304834,307926,310355,310849
,,북구,,262000,261792,261396,260877,260330,259735,258358,257093,256225,255990,255244,254216,251231,250577,249279,247635,246567,245231,244317,243861,243370,242909,242466,242332,256598,256802,256915,256726,256566,256755,257500,258047,258726,259406,261292,269830,276099,280458,282212,283962,285858,290632,326373,330763,334119,337324,340647,341024
,,강서구,,362929,362018,361643,361036,360054,359232,357536,354125,353464,353018,351607,350304,340047,338906,337484,335531,334078,332359,331047,330063,329297,330281,330047,331016,349581,350203,350500,350257,350095,350230,351581,353635,355149,356770,360716,375770,381770,386649,392932,401095,408689,416081,486450,490350,494529,498721,500838,500910
,,사상구,,200605,200233,200209,199988,199355,199006,198128,196372,195279,194616,193837,193314,200873,200301,199099,197670,196494,195554,194792,194435,194327,194327,194345,194429,193994,194041,193878,193564,193297,193523,194337,194767,195256,195570,196930,202169,206651,208767,210116,210791,212570,218326,222911,224778,227494,230278,231644,232520
,,사하구,,203798,203529,203183,202971,202567,201779,201231,199990,199250,198615,198125,197567,200611,200176,199602,198796,198231,197009,196111,195407,194694,194120,193861,193583,191566,191369,191228,190891,190732,190582,190664,190764,191373,192009,194164,202191,207518,210745,212791,214609,217382,222682,233004,235691,238083,240737,243239,243775
대구,,,,276089,277122,278348,280192,281747,282575,283339,284127,285505,287900,290186,291985,301010,301172,301207,300930,300711,300462,300077,299664,299625,299953,300520,301426,311440,312203,312176,311639,311506,312112,313048,315333,318697,322476,328429,336686,342328,349161,354696,358298,361766,365349,406456,407443,407829,407759,407259,406446
,중구,,,306167,307222,310167,315185,317519,318963,321852,323148,325630,329019,333963,337444,362431,363741,364500,365793,366466,366603,366483,366638,366931,367534,369121,371138,405783,407633,408917,408050,407867,408633,409867,412067,413383,418033,425200,436000,443200,454267,463117,469400,475833,480950,517571,517923,517912,517110,516253,514692
,동구,,,240802,240845,240922,241207,241121,241405,241345,241552,242155,243181,243250,243310,252683,252400,252017,251642,251233,251217,251717,252217,252242,252600,252892,253275,268653,269000,268984,268605,268306,268548,268968,269621,270484,271113,272065,273786,279040,285323,290266,292371,294819,297556,311663,312254,312289,311986,311433,310468
,서구,,,223484,223806,224919,225306,225484,225242,225403,225597,225968,226839,227452,228532,233872,235055,235555,236388,236888,237533,238150,239033,239133,239283,239650,240600,241967,243583,244467,244117,244100,244783,245467,246500,249850,252367,257033,261917,267350,271917,275067,277067,279317,280733,339570,339950,340070,340030,339370,338623
,남구,,,235870,236963,238074,238574,239519,239741,240296,240704,240778,241296,241611,242204,260964,261571,261893,262661,263196,263821,264339,265464,265929,266839,268089,272071,281552,283293,282759,282707,282759,282931,283586,284414,285500,287052,289810,294793,296483,299534,302914,306138,308172,310897,364157,364899,365056,365360,365303,364979
,북구,,,221431,221021,220590,221181,221806,221847,222333,222806,223667,225014,225965,226139,235331,235266,235201,234987,234773,234286,233961,233636,233578,233558,233591,233890,246891,246846,246692,246064,245968,246032,246109,246494,246603,246949,247596,251212,252962,257359,260705,264000,266199,268404,297400,297891,298043,297845,297377,296717
,수성구,,,420852,425239,430246,436810,443282,446634,449345,451592,456303,464415,472444,479380,503616,504295,504589,503870,503411,503068,502356,500863,500740,501384,502219,504199,511412,512514,512331,511419,511520,513101,515851,524139,535841,548632,568595,587878,601135,615932,627311,633635,641182,648196,699416,702350,703684,704069,703453,702756
,달서구,,,261976,262441,262947,263629,263841,264200,264612,265135,265453,266200,267265,268124,276785,276837,276738,276145,275860,275453,275073,274968,275061,275724,276683,277578,280770,282138,282356,282276,282316,282966,283948,285580,288454,291678,296822,307293,312494,317851,322126,324868,327339,330328,391099,391557,391831,391559,390970,389937
,달성군,,,211008,211444,211685,212123,212269,212160,211467,211725,212038,212561,213024,213059,213297,213077,213229,213385,213289,213127,211684,210350,209899,209415,209560,209419,226594,226594,226047,225023,224234,224555,224633,224664,225258,226008,226977,229242,231563,234492,238367,241617,244098,247262,292652,293586,293921,294115,293954,293362
광주,,,,199020,199622,200240,200836,201405,201933,202783,203841,206391,208422,209286,210101,233935,234084,234174,234028,233594,233014,232514,232172,231987,231955,232058,232098,234795,234962,235014,234976,234781,234692,234753,234590,234530,234806,235687,240369,242475,243773,244850,246327,247921,251318,285104,287962,290980,294472,297160,298966
,동구,,,192679,192589,192321,192071,193000,193446,193857,194786,194964,195696,196411,197500,238426,238412,238426,238265,237993,237272,236654,236140,235860,235787,236022,236228,246615,246858,246953,246966,246993,246818,246932,247095,247473,247905,249115,255331,257723,258696,259257,260122,261730,265304,355357,356938,359996,363460,365277,366210
,서구,,,213917,214364,215008,216000,216553,217258,217970,219159,220591,222576,223780,226068,247299,247679,247791,247896,247687,247597,247336,247358,247321,247493,247537,247634,251500,251699,251801,251890,251875,251956,252191,252353,252375,252537,252971,255735,257375,258235,258765,259632,260368,262809,301627,303934,306554,310020,312357,314063
,남구,,,239202,239875,240817,241548,242683,244279,246163,248269,253750,257510,258490,258712,324575,324202,324255,324300,324036,322882,322082,320936,320305,319741,319723,319277,320864,320891,320909,320704,319835,319246,319022,316960,315638,316478,319277,328232,332313,334039,335075,337530,339941,343884,344291,348085,350355,354114,356919,359305
,북구,,,170501,170841,171154,170977,170927,170700,170653,170467,170450,170927,171260,171393,184345,184570,184729,184686,184241,183941,183634,183369,183263,183234,183347,183469,186939,187271,187402,187479,187424,187534,187649,187966,188216,188491,188802,190771,192131,193393,194582,196085,198018,201762,222923,225740,228954,232052,234907,236693
,광산구,,,198028,199111,200007,201174,202083,202750,204229,206014,211153,214229,215347,215931,230493,230662,230689,230128,229405,228432,227696,227412,227264,227338,227520,227642,228283,228300,228233,228040,227847,227670,227663,227613,227707,227763,228603,235410,237670,239203,240717,242270,243770,247250,274380,277595,281220,284995,288032,289871
대전,,,,216018,216719,217117,217367,217422,217556,217711,218187,218646,221082,223846,226001,241945,242256,242391,242538,243448,244651,245739,248456,251975,256712,261965,266658,283351,288119,294267,297965,299216,308667,312194,315099,320793,324401,329320,337173,342544,348897,354166,358719,362822,367603,386620,391392,394981,398615,400698,400749
,동구,,,174398,174477,174500,174705,174682,174591,174523,174500,174420,174386,174239,174261,181826,181500,181023,180721,180663,180698,180849,181442,184070,187517,190360,191587,232728,235870,240609,248022,250473,259940,261946,263870,266304,267598,269598,273337,276402,279793,282739,285424,288348,291207,275071,278794,281650,284512,286310,287193
,중구,,,184245,184480,184761,185000,185071,185214,185663,185990,186122,186582,187214,187520,189125,189354,189323,189552,191000,192958,194323,196313,200667,206385,210443,215130,222082,225541,229612,231546,232321,237949,240071,241490,242837,244429,246571,249694,253418,257306,261316,264571,266857,270255,354246,358725,362579,367230,369508,370358
,서구,,,222713,223540,223772,224094,224557,224814,225013,225478,225725,229482,234543,238796,258594,259231,259433,259447,259710,260203,261398,265131,269172,274394,280367,285476,291976,297695,305325,308949,310733,320699,325267,327452,332363,335911,339644,346353,351949,358791,364531,369092,372637,378182,424325,430515,434677,437761,439470,438581
,유성구,,,271327,272726,273669,273984,273613,273786,273988,275238,276899,281327,285222,287810,307735,308129,308621,309280,311689,314614,316409,320432,324583,330606,338773,346174,379396,386134,394104,397791,398022,411216,415709,421172,433444,440310,451160,467810,476101,486190,493698,500735,508340,514862,518852,523993,527719,532448,535513,535474
,대덕구,,,165414,165546,165844,165796,165606,165523,165286,164869,164411,163971,163485,163250,178406,178319,178329,178103,177933,177672,177464,177365,177641,178005,178651,179688,180651,181625,183458,185464,186604,191115,192885,195427,198396,200260,202635,205365,208344,211500,214641,217484,219240,221802,235066,237638,240224,242694,243918,244245
울산,,,,243398,242557,241905,240742,238710,236946,234876,232433,230873,228787,226564,224176,228610,227430,226303,224992,224167,223433,223024,222781,222605,223171,224383,226046,232432,234163,235633,236337,236837,238281,240574,243182,247128,250905,255889,267834,274755,278281,280242,281657,282904,285721,317412,320184,322340,324240,325425,325626
,중구,,,282238,281313,280650,279025,276413,275000,272550,270200,268463,266500,263763,260925,271716,270635,269068,267155,265851,264568,263770,263446,263311,264027,265514,267595,270145,271605,273026,273316,273671,274724,277461,281645,286678,290974,296914,308342,316803,323618,327125,330421,333507,337967,357674,359130,360478,361724,363098,363310
,남구,,,291009,290769,289926,289278,287593,286120,284278,281806,280648,278417,276037,273685,265846,264779,264096,263087,262712,262279,262481,262567,262644,263337,265163,267635,271802,274160,276340,276972,277509,280236,284396,289047,297038,305000,314604,334047,341142,343925,345547,346943,347858,351745,426366,430142,433370,435543,436671,437164
,동구,,,205063,204271,204010,202865,200698,198354,196021,193302,191188,189031,186938,184688,205591,204386,203409,202259,201955,201936,201068,200359,199209,198900,199291,200223,202241,203118,203800,204300,204482,204923,206136,204909,203582,204141,205445,213373,219855,221542,221786,222142,222405,224091,217322,219661,221805,223829,225284,225352
,북구,,,201767,199744,198756,197221,194698,192673,190574,187972,186198,184087,181833,179178,193408,191856,190518,188991,187817,186736,185764,185029,184846,185577,186774,188413,200330,201996,203415,204268,205138,206415,207728,209625,212103,213848,216371,224335,231022,235223,236884,238067,239902,241496,292293,295200,297600,299588,300458,300243
,울주군,,,201000,200462,200201,198980,197572,195737,193889,191826,190439,188578,187059,185224,183618,182594,181244,180106,178938,178019,177956,178175,178338,179075,179675,180194,194612,196290,197304,198482,198869,199524,200327,201952,204060,205345,207583,215399,221268,223708,226518,227369,227595,229476,244909,247698,248874,250788,252022,252401
